entry,at,order
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T23:02:19.087Z,167667493908704
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (15.50) | #10 ""dk @ IB1rRLac0F"" (64.50)",2023-02-17T23:02:19.087Z,167667493908701
"-- starting hand #54 (id: flfaajakfptc)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T23:02:19.087Z,167667493908700
"""teddye @ kOMtSCwNxC"" shows a 8♦, J♥.",2023-02-17T23:02:15.949Z,167667493594900
"""dk @ IB1rRLac0F"" shows a 2♥, 2♣.",2023-02-17T23:02:15.217Z,167667493521700
"-- ending hand #53 --",2023-02-17T23:02:14.779Z,167667493477902
"""teddye @ kOMtSCwNxC"" collected 3.60 from pot",2023-02-17T23:02:14.779Z,167667493477901
"Uncalled bet of 3.60 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T23:02:14.779Z,167667493477900
"""dk @ IB1rRLac0F"" folds",2023-02-17T23:02:13.959Z,167667493395900
"""teddye @ kOMtSCwNxC"" bets 3.60",2023-02-17T23:02:11.716Z,167667493171600
"River: A♦, J♦, 5♦, Q♠ [7♦]",2023-02-17T23:02:09.381Z,167667492938100
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:02:08.563Z,167667492856300
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T23:02:07.637Z,167667492763700
"Turn: A♦, J♦, 5♦ [Q♠]",2023-02-17T23:02:05.778Z,167667492577800
"""dk @ IB1rRLac0F"" calls 1.20",2023-02-17T23:02:04.961Z,167667492496100
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T23:02:03.669Z,167667492366900
"Flop:  [A♦, J♦, 5♦]",2023-02-17T23:02:00.142Z,167667492014200
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T23:01:59.311Z,167667491931100
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T23:01:58.463Z,167667491846300
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T23:01:56.473Z,167667491647305
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T23:01:56.473Z,167667491647304
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (13.70) | #10 ""dk @ IB1rRLac0F"" (66.30)",2023-02-17T23:01:56.473Z,167667491647301
"-- starting hand #53 (id: au0braq1glmt)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T23:01:56.473Z,167667491647300
"""teddye @ kOMtSCwNxC"" shows a Q♥, 2♦.",2023-02-17T23:01:52.789Z,167667491278900
"""dk @ IB1rRLac0F"" shows a 4♠, A♣.",2023-02-17T23:01:50.941Z,167667491094100
"-- ending hand #52 --",2023-02-17T23:01:49.130Z,167667490913002
"""dk @ IB1rRLac0F"" collected 1.20 from pot",2023-02-17T23:01:49.130Z,167667490913001
"Uncalled bet of 1.20 returned to ""dk @ IB1rRLac0F""",2023-02-17T23:01:49.130Z,167667490913000
"""teddye @ kOMtSCwNxC"" folds",2023-02-17T23:01:48.294Z,167667490829400
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T23:01:47.264Z,167667490726400
"Flop:  [9♠, J♣, 5♠]",2023-02-17T23:01:45.068Z,167667490506800
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T23:01:44.225Z,167667490422500
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T23:01:43.291Z,167667490329100
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T23:01:41.104Z,167667490110400
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T23:01:40.262Z,167667490026205
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T23:01:40.262Z,167667490026204
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (14.30) | #10 ""dk @ IB1rRLac0F"" (65.70)",2023-02-17T23:01:40.262Z,167667490026201
"-- starting hand #52 (id: be09nripgb7v)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T23:01:40.262Z,167667490026200
"-- ending hand #51 --",2023-02-17T23:01:34.259Z,167667489425902
"""teddye @ kOMtSCwNxC"" collected 1.20 from pot",2023-02-17T23:01:34.259Z,167667489425901
"Uncalled bet of 1.20 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T23:01:34.259Z,167667489425900
"""dk @ IB1rRLac0F"" folds",2023-02-17T23:01:33.439Z,167667489343900
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T23:01:32.532Z,167667489253200
"Turn: 5♦, J♣, 2♠ [J♦]",2023-02-17T23:01:30.518Z,167667489051800
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:01:29.655Z,167667488965500
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T23:01:28.713Z,167667488871300
"Flop:  [5♦, J♣, 2♠]",2023-02-17T23:01:27.047Z,167667488704700
"""dk @ IB1rRLac0F"" calls 0.60",2023-02-17T23:01:26.167Z,167667488616700
"""teddye @ kOMtSCwNxC"" raises to 0.60",2023-02-17T23:01:25.186Z,167667488518600
"""dk @ IB1rRLac0F"" calls 0.20",2023-02-17T23:01:22.601Z,167667488260100
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T23:01:21.343Z,167667488134305
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T23:01:21.343Z,167667488134304
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (13.70) | #10 ""dk @ IB1rRLac0F"" (66.30)",2023-02-17T23:01:21.343Z,167667488134301
"-- starting hand #51 (id: zd7jb0fyeu4l)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T23:01:21.343Z,167667488134300
"""teddye @ kOMtSCwNxC"" shows a 10♣, 3♥.",2023-02-17T23:01:19.818Z,167667487981800
"""dk @ IB1rRLac0F"" shows a 3♣, A♠.",2023-02-17T23:01:18.787Z,167667487878700
"-- ending hand #50 --",2023-02-17T23:01:14.035Z,167667487403502
"""dk @ IB1rRLac0F"" collected 1.20 from pot",2023-02-17T23:01:14.035Z,167667487403501
"Uncalled bet of 1.20 returned to ""dk @ IB1rRLac0F""",2023-02-17T23:01:14.035Z,167667487403500
"""teddye @ kOMtSCwNxC"" folds",2023-02-17T23:01:13.142Z,167667487314200
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T23:01:12.192Z,167667487219200
"Flop:  [6♦, 9♦, A♣]",2023-02-17T23:01:10.236Z,167667487023600
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T23:01:09.406Z,167667486940600
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T23:01:08.514Z,167667486851400
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T23:01:05.839Z,167667486583900
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T23:01:04.231Z,167667486423105
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T23:01:04.231Z,167667486423104
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (14.30) | #10 ""dk @ IB1rRLac0F"" (65.70)",2023-02-17T23:01:04.231Z,167667486423101
"-- starting hand #50 (id: tz8phkjauooy)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T23:01:04.231Z,167667486423100
"""teddye @ kOMtSCwNxC"" shows a 6♥, 5♥.",2023-02-17T23:00:59.083Z,167667485908300
"""dk @ IB1rRLac0F"" shows a 4♦, 9♦.",2023-02-17T23:00:58.397Z,167667485839700
"-- ending hand #49 --",2023-02-17T23:00:56.875Z,167667485687502
"""dk @ IB1rRLac0F"" collected 1.20 from pot",2023-02-17T23:00:56.875Z,167667485687501
"Uncalled bet of 1.20 returned to ""dk @ IB1rRLac0F""",2023-02-17T23:00:56.875Z,167667485687500
"""teddye @ kOMtSCwNxC"" folds",2023-02-17T23:00:56.072Z,167667485607200
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T23:00:55.199Z,167667485519900
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T23:00:52.988Z,167667485298800
"Turn: Q♣, J♠, Q♠ [10♣]",2023-02-17T23:00:52.068Z,167667485206800
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:00:51.254Z,167667485125400
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T23:00:50.350Z,167667485035000
"Flop:  [Q♣, J♠, Q♠]",2023-02-17T23:00:46.790Z,167667484679000
"""dk @ IB1rRLac0F"" calls 0.60",2023-02-17T23:00:45.971Z,167667484597100
"""teddye @ kOMtSCwNxC"" raises to 0.60",2023-02-17T23:00:44.964Z,167667484496400
"""dk @ IB1rRLac0F"" calls 0.20",2023-02-17T23:00:43.038Z,167667484303800
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T23:00:41.661Z,167667484166105
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T23:00:41.661Z,167667484166104
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (14.90) | #10 ""dk @ IB1rRLac0F"" (65.10)",2023-02-17T23:00:41.661Z,167667484166101
"-- starting hand #49 (id: r6ufhzqpgu1n)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T23:00:41.661Z,167667484166100
"-- ending hand #48 --",2023-02-17T23:00:35.657Z,167667483565703
"""teddye @ kOMtSCwNxC"" shows a 5♣, J♣.",2023-02-17T23:00:35.657Z,167667483565702
"""dk @ IB1rRLac0F"" collected 10.80 from pot with Pair, 2's (combination: 2♠, 2♣, Q♠, 9♦, 7♣)",2023-02-17T23:00:35.657Z,167667483565701
"""dk @ IB1rRLac0F"" shows a 2♠, 4♦.",2023-02-17T23:00:35.657Z,167667483565700
"""dk @ IB1rRLac0F"" calls 3.60",2023-02-17T23:00:34.821Z,167667483482100
"""teddye @ kOMtSCwNxC"" bets 3.60",2023-02-17T23:00:33.927Z,167667483392700
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:00:31.042Z,167667483104200
"River: 6♥, 9♦, 2♣, 7♣ [Q♠]",2023-02-17T23:00:30.125Z,167667483012500
"""dk @ IB1rRLac0F"" calls 1.20",2023-02-17T23:00:29.281Z,167667482928100
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T23:00:28.433Z,167667482843300
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:00:25.387Z,167667482538700
"Turn: 6♥, 9♦, 2♣ [7♣]",2023-02-17T23:00:25.125Z,167667482512500
"""dk @ IB1rRLac0F"" calls 0.40",2023-02-17T23:00:24.318Z,167667482431800
"""teddye @ kOMtSCwNxC"" bets 0.40",2023-02-17T23:00:23.416Z,167667482341600
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:00:21.362Z,167667482136200
"Flop:  [6♥, 9♦, 2♣]",2023-02-17T23:00:20.446Z,167667482044600
"""dk @ IB1rRLac0F"" checks",2023-02-17T23:00:19.611Z,167667481961100
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T23:00:18.712Z,167667481871200
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T23:00:17.575Z,167667481757505
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T23:00:17.575Z,167667481757504
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (20.30) | #10 ""dk @ IB1rRLac0F"" (59.70)",2023-02-17T23:00:17.575Z,167667481757501
"-- starting hand #48 (id: 4cof33uvh59e)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T23:00:17.575Z,167667481757500
"""dk @ IB1rRLac0F"" shows a 4♥, J♠.",2023-02-17T23:00:12.517Z,167667481251700
"""teddye @ kOMtSCwNxC"" shows a 3♦, K♣.",2023-02-17T23:00:11.786Z,167667481178600
"-- ending hand #47 --",2023-02-17T23:00:10.246Z,167667481024602
"""dk @ IB1rRLac0F"" collected 0.80 from pot",2023-02-17T23:00:10.246Z,167667481024601
"Uncalled bet of 0.80 returned to ""dk @ IB1rRLac0F""",2023-02-17T23:00:10.246Z,167667481024600
"""teddye @ kOMtSCwNxC"" folds",2023-02-17T23:00:09.390Z,167667480939000
"""dk @ IB1rRLac0F"" bets 0.80",2023-02-17T23:00:08.349Z,167667480834900
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T23:00:06.649Z,167667480664900
"Flop:  [4♦, 6♠, 7♥]",2023-02-17T23:00:05.500Z,167667480550000
"""teddye @ kOMtSCwNxC"" calls 0.40",2023-02-17T23:00:04.649Z,167667480464900
"""dk @ IB1rRLac0F"" raises to 0.40",2023-02-17T23:00:01.916Z,167667480191600
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T23:00:00.523Z,167667480052305
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T23:00:00.523Z,167667480052304
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (20.70) | #10 ""dk @ IB1rRLac0F"" (59.30)",2023-02-17T23:00:00.523Z,167667480052301
"-- starting hand #47 (id: yrna29ikhexn)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T23:00:00.523Z,167667480052300
"""dk @ IB1rRLac0F"" shows a 10♦, J♠.",2023-02-17T22:59:54.314Z,167667479431400
"""teddye @ kOMtSCwNxC"" shows a 2♠, 7♥.",2023-02-17T22:59:53.608Z,167667479360800
"-- ending hand #46 --",2023-02-17T22:59:53.150Z,167667479315002
"""teddye @ kOMtSCwNxC"" collected 3.60 from pot",2023-02-17T22:59:53.150Z,167667479315001
"Uncalled bet of 17.10 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T22:59:53.150Z,167667479315000
"""dk @ IB1rRLac0F"" folds",2023-02-17T22:59:52.323Z,167667479232300
"""teddye @ kOMtSCwNxC"" raises to 18.30 and go all in",2023-02-17T22:59:51.306Z,167667479130600
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T22:59:47.805Z,167667478780500
"Flop:  [K♣, 9♠, 7♠]",2023-02-17T22:59:46.233Z,167667478623300
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:59:45.347Z,167667478534700
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:59:44.423Z,167667478442300
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T22:59:39.626Z,167667477962600
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T22:59:38.144Z,167667477814405
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T22:59:38.144Z,167667477814404
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (18.90) | #10 ""dk @ IB1rRLac0F"" (61.10)",2023-02-17T22:59:38.144Z,167667477814401
"-- starting hand #46 (id: qaqn2otui1z8)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T22:59:38.144Z,167667477814400
"""teddye @ kOMtSCwNxC"" shows a 5♥, A♦.",2023-02-17T22:59:34.391Z,167667477439100
"""dk @ IB1rRLac0F"" shows a K♥, 5♦.",2023-02-17T22:59:31.928Z,167667477192800
"-- ending hand #45 --",2023-02-17T22:59:30.821Z,167667477082102
"""teddye @ kOMtSCwNxC"" collected 3.60 from pot",2023-02-17T22:59:30.821Z,167667477082101
"Uncalled bet of 3.60 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T22:59:30.821Z,167667477082100
"""dk @ IB1rRLac0F"" folds",2023-02-17T22:59:29.956Z,167667476995600
"""teddye @ kOMtSCwNxC"" bets 3.60",2023-02-17T22:59:29.045Z,167667476904500
"Turn: 3♣, 5♣, 4♦ [7♥]",2023-02-17T22:59:24.683Z,167667476468300
"""dk @ IB1rRLac0F"" calls 1.20",2023-02-17T22:59:23.881Z,167667476388100
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T22:59:18.699Z,167667475869900
"Flop:  [3♣, 5♣, 4♦]",2023-02-17T22:59:15.081Z,167667475508100
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:59:14.245Z,167667475424500
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:59:12.695Z,167667475269500
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T22:59:11.215Z,167667475121505
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T22:59:11.215Z,167667475121504
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (17.10) | #10 ""dk @ IB1rRLac0F"" (62.90)",2023-02-17T22:59:11.215Z,167667475121501
"-- starting hand #45 (id: nzmc5ytzsnui)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T22:59:11.215Z,167667475121500
"-- ending hand #44 --",2023-02-17T22:59:05.206Z,167667474520602
"""dk @ IB1rRLac0F"" collected 18.00 from pot with Straight, 5 High (combination: 5♥, 4♣, 3♣, 2♠, A♦)",2023-02-17T22:59:05.206Z,167667474520601
"""dk @ IB1rRLac0F"" shows a 5♥, 5♦.",2023-02-17T22:59:05.206Z,167667474520600
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:59:04.340Z,167667474434000
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:59:02.652Z,167667474265200
"River: 4♣, A♦, J♦, 2♠ [3♣]",2023-02-17T22:59:00.294Z,167667474029400
"""dk @ IB1rRLac0F"" calls 6.00",2023-02-17T22:58:59.417Z,167667473941700
"""teddye @ kOMtSCwNxC"" bets 6.00",2023-02-17T22:58:58.382Z,167667473838200
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:58:55.073Z,167667473507300
"Turn: 4♣, A♦, J♦ [2♠]",2023-02-17T22:58:54.399Z,167667473439900
"""dk @ IB1rRLac0F"" calls 2.40",2023-02-17T22:58:53.488Z,167667473348800
"""teddye @ kOMtSCwNxC"" raises to 2.40",2023-02-17T22:58:52.520Z,167667473252000
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T22:58:50.653Z,167667473065300
"Flop:  [4♣, A♦, J♦]",2023-02-17T22:58:48.998Z,167667472899800
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:58:48.117Z,167667472811700
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:58:47.269Z,167667472726900
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T22:58:44.938Z,167667472493800
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T22:58:43.598Z,167667472359805
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T22:58:43.598Z,167667472359804
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (26.10) | #10 ""dk @ IB1rRLac0F"" (53.90)",2023-02-17T22:58:43.598Z,167667472359801
"-- starting hand #44 (id: vlxy7fhtpcvg)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T22:58:43.598Z,167667472359800
"""dk @ IB1rRLac0F"" shows a 4♠, 10♣.",2023-02-17T22:58:41.647Z,167667472164700
"""teddye @ kOMtSCwNxC"" shows a J♥, 2♣.",2023-02-17T22:58:40.681Z,167667472068100
"-- ending hand #43 --",2023-02-17T22:58:39.250Z,167667471925002
"""teddye @ kOMtSCwNxC"" collected 1.20 from pot",2023-02-17T22:58:39.250Z,167667471925001
"Uncalled bet of 1.20 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T22:58:39.250Z,167667471925000
"""dk @ IB1rRLac0F"" folds",2023-02-17T22:58:38.434Z,167667471843400
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T22:58:37.579Z,167667471757900
"River: 6♠, 9♠, A♥, 8♠ [5♣]",2023-02-17T22:58:35.650Z,167667471565000
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:58:34.824Z,167667471482400
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:58:33.364Z,167667471336400
"Turn: 6♠, 9♠, A♥ [8♠]",2023-02-17T22:58:31.994Z,167667471199400
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:58:31.167Z,167667471116700
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:58:30.250Z,167667471025000
"Flop:  [6♠, 9♠, A♥]",2023-02-17T22:58:27.988Z,167667470798800
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:58:27.104Z,167667470710400
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:58:26.250Z,167667470625000
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T22:58:24.386Z,167667470438605
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T22:58:24.386Z,167667470438604
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (25.50) | #10 ""dk @ IB1rRLac0F"" (54.50)",2023-02-17T22:58:24.386Z,167667470438601
"-- starting hand #43 (id: gwuigirogi0x)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T22:58:24.386Z,167667470438600
"""teddye @ kOMtSCwNxC"" shows a 5♣, 7♥.",2023-02-17T22:58:22.652Z,167667470265200
"""dk @ IB1rRLac0F"" shows a Q♣, J♦.",2023-02-17T22:58:21.821Z,167667470182100
"-- ending hand #42 --",2023-02-17T22:58:19.986Z,167667469998602
"""teddye @ kOMtSCwNxC"" collected 4.00 from pot",2023-02-17T22:58:19.986Z,167667469998601
"Uncalled bet of 4.00 returned to ""teddye @ kOMtSCwNxC""",2023-02-17T22:58:19.986Z,167667469998600
"""dk @ IB1rRLac0F"" folds",2023-02-17T22:58:19.138Z,167667469913800
"""teddye @ kOMtSCwNxC"" bets 4.00",2023-02-17T22:58:12.126Z,167667469212600
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:58:10.014Z,167667469001400
"River: 8♣, K♣, 5♦, 3♥ [9♣]",2023-02-17T22:58:09.378Z,167667468937800
"""dk @ IB1rRLac0F"" calls 0.20",2023-02-17T22:58:08.503Z,167667468850300
"""teddye @ kOMtSCwNxC"" bets 0.20",2023-02-17T22:58:07.275Z,167667468727500
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:58:05.519Z,167667468551900
"Turn: 8♣, K♣, 5♦ [3♥]",2023-02-17T22:58:04.634Z,167667468463400
"""teddye @ kOMtSCwNxC"" calls 1.20",2023-02-17T22:58:03.799Z,167667468379900
"""dk @ IB1rRLac0F"" bets 1.20",2023-02-17T22:58:02.500Z,167667468250000
"Flop:  [8♣, K♣, 5♦]",2023-02-17T22:58:00.968Z,167667468096800
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:58:00.060Z,167667468006000
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:57:59.026Z,167667467902600
"""teddye @ kOMtSCwNxC"" calls 0.20",2023-02-17T22:57:57.209Z,167667467720900
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T22:57:55.832Z,167667467583205
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T22:57:55.832Z,167667467583204
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (23.50) | #10 ""dk @ IB1rRLac0F"" (56.50)",2023-02-17T22:57:55.832Z,167667467583201
"-- starting hand #42 (id: 9sdibwpgdtrb)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T22:57:55.832Z,167667467583200
"-- ending hand #41 --",2023-02-17T22:57:49.763Z,167667466976303
"""teddye @ kOMtSCwNxC"" shows a 6♣, 2♦.",2023-02-17T22:57:49.763Z,167667466976302
"""dk @ IB1rRLac0F"" collected 3.60 from pot with Two Pair, A's & Q's (combination: A♦, A♣, Q♦, Q♣, 7♥)",2023-02-17T22:57:49.763Z,167667466976301
"""dk @ IB1rRLac0F"" shows a A♦, 5♠.",2023-02-17T22:57:49.763Z,167667466976300
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:57:48.872Z,167667466887200
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:57:47.885Z,167667466788500
"River: Q♦, 7♥, Q♣, A♣ [7♠]",2023-02-17T22:57:46.432Z,167667466643200
"""dk @ IB1rRLac0F"" calls 1.20",2023-02-17T22:57:45.612Z,167667466561200
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T22:57:44.677Z,167667466467700
"Turn: Q♦, 7♥, Q♣ [A♣]",2023-02-17T22:57:43.153Z,167667466315300
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:57:42.320Z,167667466232000
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:57:41.415Z,167667466141500
"Flop:  [Q♦, 7♥, Q♣]",2023-02-17T22:57:38.513Z,167667465851300
"""teddye @ kOMtSCwNxC"" calls 0.60",2023-02-17T22:57:37.659Z,167667465765900
"""dk @ IB1rRLac0F"" raises to 0.60",2023-02-17T22:57:36.771Z,167667465677100
"""teddye @ kOMtSCwNxC"" posts a big blind of 0.20",2023-02-17T22:57:35.113Z,167667465511305
"""dk @ IB1rRLac0F"" posts a small blind of 0.10",2023-02-17T22:57:35.113Z,167667465511304
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (25.30) | #10 ""dk @ IB1rRLac0F"" (54.70)",2023-02-17T22:57:35.113Z,167667465511301
"-- starting hand #41 (id: varftbpip5et)  (No Limit Texas Hold'em) (dealer: ""dk @ IB1rRLac0F"") --",2023-02-17T22:57:35.113Z,167667465511300
"-- ending hand #40 --",2023-02-17T22:57:29.107Z,167667464910703
"""dk @ IB1rRLac0F"" shows a 10♥, K♣.",2023-02-17T22:57:29.107Z,167667464910702
"""teddye @ kOMtSCwNxC"" collected 3.60 from pot with Pair, 9's (combination: 9♥, 9♠, A♦, K♦, Q♥)",2023-02-17T22:57:29.107Z,167667464910701
"""teddye @ kOMtSCwNxC"" shows a Q♥, K♦.",2023-02-17T22:57:29.107Z,167667464910700
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:57:28.238Z,167667464823800
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:57:27.315Z,167667464731500
"River: 2♥, 6♥, A♦, 9♥ [9♠]",2023-02-17T22:57:25.705Z,167667464570500
"""dk @ IB1rRLac0F"" calls 1.20",2023-02-17T22:57:24.807Z,167667464480700
"""teddye @ kOMtSCwNxC"" bets 1.20",2023-02-17T22:57:23.939Z,167667464393900
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:57:21.556Z,167667464155600
"Turn: 2♥, 6♥, A♦ [9♥]",2023-02-17T22:57:21.006Z,167667464100600
"""teddye @ kOMtSCwNxC"" checks",2023-02-17T22:57:20.157Z,167667464015700
"""dk @ IB1rRLac0F"" checks",2023-02-17T22:57:19.188Z,167667463918800
"Flop:  [2♥, 6♥, A♦]",2023-02-17T22:57:18.402Z,167667463840200
"""dk @ IB1rRLac0F"" calls 0.60",2023-02-17T22:57:17.568Z,167667463756800
"""teddye @ kOMtSCwNxC"" raises to 0.60",2023-02-17T22:57:16.660Z,167667463666000
"""dk @ IB1rRLac0F"" posts a big blind of 0.20",2023-02-17T22:57:12.194Z,167667463219405
"""teddye @ kOMtSCwNxC"" posts a small blind of 0.10",2023-02-17T22:57:12.194Z,167667463219404
"Player stacks: #1 ""teddye @ kOMtSCwNxC"" (23.50) | #10 ""dk @ IB1rRLac0F"" (56.50)",2023-02-17T22:57:12.194Z,167667463219401
"-- starting hand #40 (id: 0ehj0xjwpfqk)  (No Limit Texas Hold'em) (dealer: ""teddye @ kOMtSCwNxC"") --",2023-02-17T22:57:12.194Z,167667463219400
"-- ending hand #39 --",2023-02-17T22:57:06.139Z,167667462613902
